buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5015.0,5.0,1000.0,22.401183446079205,4.179921916944585,5000,5000.0,239.23892092704773
6018.0,6.0,1000.0,59.09707717341008,8.845680312424332,6000,6000.0,352.28845167160034
7021.0,7.0,1000.0,38.440799132948605,7.936481565782703,7000,7000.0,478.28887152671814
8024.0,8.0,1000.0,21.017626956979285,8.712065128356537,8000,8000.0,593.0722198486328
9027.0,9.0,1000.0,29.975347553098583,8.127790975157781,9000,9000.0,716.1068811416626
10030.0,10.0,1000.0,22.251703350842128,9.693843373673747,10000,10000.0,819.2651402950287
11033.0,11.0,1000.0,24.33983615870105,7.440653029816903,11000,11000.0,953.661946773529
12036.0,12.0,1000.0,17.471877657916252,8.502103963144863,12000,12000.0,1071.2798929214478
13039.0,13.0,1000.0,38.9257806781613,8.68786007174364,13000,13000.0,1186.3830378055573
14042.0,14.0,1000.0,38.66201296359199,8.764758350192237,14000,14000.0,1300.4763147830963
15045.0,15.0,1000.0,37.93650186670632,8.093292591221825,15000,15000.0,1424.0354228019714
16048.0,16.0,1000.0,19.167812018456026,8.677688388663608,16000,16000.0,1539.2734866142273
17051.0,17.0,1000.0,42.34148670943278,9.0870822912111,17000,17000.0,1649.3198120594025
18054.0,18.0,1000.0,14.969883639882717,9.102106134813901,18000,18000.0,1759.1844952106476
19057.0,19.0,1000.0,32.618436816685524,8.58593252866923,19000,19000.0,1875.6540813446045
20060.0,20.0,1000.0,18.159469510527742,10.12474427157588,20000,20000.0,1974.4220087528229
21063.0,21.0,1000.0,27.625023948896374,7.5476423120025,21000,21000.0,2106.9137148857117
22066.0,22.0,1000.0,19.0558429047477,8.310308505945619,22000,22000.0,2227.2461919784546
23069.0,23.0,1000.0,12.064343999185528,9.021320185701407,23000,23000.0,2338.0947136878967
24072.0,24.0,1000.0,17.77274125594036,9.330043665799511,24000,24000.0,2445.2753491401672
25075.0,25.0,1000.0,23.097558768876794,9.131153016301852,25000,25000.0,2554.790544986725
26078.0,26.0,1000.0,40.34703279770812,8.830027744803655,26000,26000.0,2668.0404739379883
27081.0,27.0,1000.0,45.36307025907316,8.88825593911051,27000,27000.0,2780.5484862327576
28084.0,28.0,1000.0,28.897380526866648,8.961941006326962,28000,28000.0,2892.131457567215
29087.0,29.0,1000.0,26.843957264857934,8.715086396296906,29000,29000.0,3006.875014066696
30090.0,30.0,1000.0,51.39476354531767,9.333227128283728,30000,30000.0,3114.0190913677216
31093.0,31.0,1000.0,35.3763660004911,7.337964123185775,31000,31000.0,3250.2966730594635
32096.0,32.0,1000.0,48.552362882488744,9.055843724790565,32000,32000.0,3360.7226073741913
33099.0,33.0,1000.0,33.060353223988656,8.83883242015818,33000,33000.0,3473.859723329544
34102.0,34.0,1000.0,49.74757921660226,9.017782102053001,34000,34000.0,3584.7517364025116
35105.0,35.0,1000.0,35.29950040292192,9.166274429257417,35000,35000.0,3693.8473148345947
36108.0,36.0,1000.0,43.131211760004135,8.890651628522038,36000,36000.0,3806.325010061264
37111.0,37.0,1000.0,44.712266725767456,8.764246899960654,37000,37000.0,3920.4249455928802
38114.0,38.0,1000.0,63.44125987537838,8.834117231747388,38000,38000.0,4033.6224477291107
39117.0,39.0,1000.0,65.89691454603683,8.687523963395481,39000,39000.0,4148.730044126511
40120.0,40.0,1000.0,24.69932933670911,9.091131081760508,40000,40000.0,4258.7273597717285
41123.0,41.0,1000.0,35.95179878326056,8.054440924962641,41000,41000.0,4382.882470607758
42126.0,42.0,1000.0,87.00308130149094,8.869862094510992,42000,42000.0,4495.6237959861755
43129.0,43.0,1000.0,59.46001015265545,8.836678313002757,43000,43000.0,4608.788491010666
44132.0,44.0,1000.0,40.72849834690395,7.76555130704372,44000,44000.0,4737.562349557877
45135.0,45.0,1000.0,82.21500688671884,8.707386951375174,45000,45000.0,4852.407366991043
46138.0,46.0,1000.0,48.2363029170686,8.746067838960737,46000,46000.0,4966.744464159012
47141.0,47.0,1000.0,38.49445167694201,8.670821546957972,47000,47000.0,5082.0737907886505
48144.0,48.0,1000.0,70.3482995787091,8.76495856205382,48000,48000.0,5196.164462089539
49147.0,49.0,1000.0,68.06526856621835,9.131679975484806,49000,49000.0,5305.673337697983
50150.0,50.0,1000.0,79.35714150111265,8.896206354358814,50000,50000.0,5418.080803394318
51153.0,51.0,1000.0,65.3875310088858,7.79687042883161,51000,51000.0,5546.3373918533325
52156.0,52.0,1000.0,71.50268606214743,8.860640549571713,52000,52000.0,5659.196050643921
53159.0,53.0,1000.0,42.670396508964366,8.741516518764008,53000,53000.0,5773.592677593231
54162.0,54.0,1000.0,39.76005549157094,8.767397646363483,54000,54000.0,5887.651609182358
55165.0,55.0,1000.0,71.35756625855471,8.752721512513075,55000,55000.0,6001.901789188385
56168.0,56.0,1000.0,76.66139719460915,8.711588035640233,56000,56000.0,6116.691423654556
57171.0,57.0,1000.0,69.19552192971481,8.773218218924946,57000,57000.0,6230.674682855606
58174.0,58.0,1000.0,77.20909925222979,8.769714592008972,58000,58000.0,6344.703480482101
59177.0,59.0,1000.0,49.87456382777891,9.09862214543991,59000,59000.0,6454.610232114792
60180.0,60.0,1000.0,44.732841240331105,8.961315225062844,60000,60000.0,6566.200996398926
61183.0,61.0,1000.0,13.572422833452412,7.643407754525445,61000,61000.0,6697.032692670822
62186.0,62.0,1000.0,4.228684598889644,9.186930486227958,62000,62000.0,6805.882977962494
63189.0,63.0,1000.0,76.96741956421232,8.567186933650975,63000,63000.0,6922.6074233055115
